Statistic,Month,Industry.Sector.NACE.Rev.2,value
Industrial Production Index (Seasonally Adjusted),2018 January,"Modern sector (182,20,21,26,27,325)",63.4
Industrial Production Index (Seasonally Adjusted),2018 January,Capital goods,
Industrial Production Index (Seasonally Adjusted),2018 January,Intermediate goods,
Industrial Production Index (Seasonally Adjusted),2018 January,Consumer goods,
Industrial Production Index (Seasonally Adjusted),2018 January,Durable consumer goods,
Industrial Production Index (Seasonally Adjusted),2018 January,Non-durable consumer goods,
Industrial Production Index (Seasonally Adjusted),2018 February,Food products (10),80.3
Industrial Production Index (Seasonally Adjusted),2018 February,Meat and meat products (101),95.7
Industrial Production Index (Seasonally Adjusted),2018 February,Dairy products (105),72.6
Industrial Production Index (Seasonally Adjusted),2018 February,Bakery and farinaceous products (107),102.9
Industrial Production Index (Seasonally Adjusted),2018 February,Beverages (11),
Industrial Production Index (Seasonally Adjusted),2018 February,"Wood and wood products, except furniture (16)",86.0
Industrial Production Index (Seasonally Adjusted),2018 February,Chemicals and chemical products (20),
Industrial Production Index (Seasonally Adjusted),2018 February,Basic pharmaceutical products and preparations (21),
Industrial Production Index (Seasonally Adjusted),2018 February,Rubber and plastic products (22),72.3
Industrial Production Index (Seasonally Adjusted),2018 February,Other non-metallic mineral products (23),89.6
Industrial Production Index (Seasonally Adjusted),2018 February,"Computer, electronic and optical products (26)",
Industrial Production Index (Seasonally Adjusted),2018 February,Electrical equipment (27),91.8
Industrial Production Index (Seasonally Adjusted),2018 February,Machinery and equipment n.e.c. (28),
Industrial Production Index (Seasonally Adjusted),2018 February,"Electricity, gas, steam and air conditioning supply (35)",122.8
Industrial Production Index (Seasonally Adjusted),2018 February,"Energy producing industries (05,06,19,35)",
Industrial Production Index (Seasonally Adjusted),2018 February,Mining and quarrying (05 to 09),
Industrial Production Index (Seasonally Adjusted),2018 February,Transportable goods industries (05 to 33),62.7
Industrial Production Index (Seasonally Adjusted),2018 February,Industries (05 to 35),63.4
Industrial Production Index (Seasonally Adjusted),2018 February,"Traditional sector (05 to 17,181,19,22 to 25,28 to 31,321 to 324,329,33,35)",83.5
Industrial Production Index (Seasonally Adjusted),2018 February,"Food products and beverages (10,11)",
Industrial Production Index (Seasonally Adjusted),2018 February,Manufacturing industries (10 to 33),63.3
Industrial Production Index (Seasonally Adjusted),2018 February,"Tobacco: leather; petroleum; transport equipment; furniture; repair of machinery (12, 15, 19, 29 to 31,33)",94.1
Industrial Production Index (Seasonally Adjusted),2018 February,"Textiles, wearing apparel and leather products (13 to 15)",105.0
Industrial Production Index (Seasonally Adjusted),2018 February,"Paper and paper products, printing and reproduction of recorded media (17,18)",109.9
Industrial Production Index (Seasonally Adjusted),2018 February,"Chemicals and pharmaceuticals (20,21)",
Industrial Production Index (Seasonally Adjusted),2018 February,"Basic metals and fabricated metal products (24,25)",85.2
Industrial Production Index (Seasonally Adjusted),2018 February,"Computer, electronic, optical and electrical equipment (26,27)",
Industrial Production Index (Seasonally Adjusted),2018 February,"Transport equipment (29,30)",104.9
Industrial Production Index (Seasonally Adjusted),2018 February,"Other manufacturing, repair and installation of machinery and equipment (32,33)",
Industrial Production Index (Seasonally Adjusted),2018 February,"Other foods (102 to 104,108)",77.2
Industrial Production Index (Seasonally Adjusted),2018 February,"Grain mill and starch products; prepared animal feeds (106,109)",82.7
Industrial Production Index (Seasonally Adjusted),2018 February,"Modern sector (182,20,21,26,27,325)",60.0
Industrial Production Index (Seasonally Adjusted),2018 February,Capital goods,
Industrial Production Index (Seasonally Adjusted),2018 February,Intermediate goods,
Industrial Production Index (Seasonally Adjusted),2018 February,Consumer goods,
Industrial Production Index (Seasonally Adjusted),2018 February,Durable consumer goods,
Industrial Production Index (Seasonally Adjusted),2018 February,Non-durable consumer goods,
Industrial Production Index (Seasonally Adjusted),2018 March,Food products (10),74.9
Industrial Production Index (Seasonally Adjusted),2018 March,Meat and meat products (101),96.0
Industrial Production Index (Seasonally Adjusted),2018 March,Dairy products (105),76.6
Industrial Production Index (Seasonally Adjusted),2018 March,Bakery and farinaceous products (107),110.6
Industrial Production Index (Seasonally Adjusted),2018 March,Beverages (11),
Industrial Production Index (Seasonally Adjusted),2018 March,"Wood and wood products, except furniture (16)",95.1
Industrial Production Index (Seasonally Adjusted),2018 March,Chemicals and chemical products (20),
Industrial Production Index (Seasonally Adjusted),2018 March,Basic pharmaceutical products and preparations (21),
Industrial Production Index (Seasonally Adjusted),2018 March,Rubber and plastic products (22),70.7
Industrial Production Index (Seasonally Adjusted),2018 March,Other non-metallic mineral products (23),89.1
Industrial Production Index (Seasonally Adjusted),2018 March,"Computer, electronic and optical products (26)",
Industrial Production Index (Seasonally Adjusted),2018 March,Electrical equipment (27),101.1
Industrial Production Index (Seasonally Adjusted),2018 March,Machinery and equipment n.e.c. (28),
Industrial Production Index (Seasonally Adjusted),2018 March,"Electricity, gas, steam and air conditioning supply (35)",120.3
Industrial Production Index (Seasonally Adjusted),2018 March,"Energy producing industries (05,06,19,35)",
Industrial Production Index (Seasonally Adjusted),2018 March,Mining and quarrying (05 to 09),
Industrial Production Index (Seasonally Adjusted),2018 March,Transportable goods industries (05 to 33),52.9
Industrial Production Index (Seasonally Adjusted),2018 March,Industries (05 to 35),52.8
Industrial Production Index (Seasonally Adjusted),2018 March,"Traditional sector (05 to 17,181,19,22 to 25,28 to 31,321 to 324,329,33,35)",82.4
Industrial Production Index (Seasonally Adjusted),2018 March,"Food products and beverages (10,11)",
Industrial Production Index (Seasonally Adjusted),2018 March,Manufacturing industries (10 to 33),53.0
Industrial Production Index (Seasonally Adjusted),2018 March,"Tobacco: leather; petroleum; transport equipment; furniture; repair of machinery (12, 15, 19, 29 to 31,33)",95.8
Industrial Production Index (Seasonally Adjusted),2018 March,"Textiles, wearing apparel and leather products (13 to 15)",104.7
Industrial Production Index (Seasonally Adjusted),2018 March,"Paper and paper products, printing and reproduction of recorded media (17,18)",86.7
Industrial Production Index (Seasonally Adjusted),2018 March,"Chemicals and pharmaceuticals (20,21)",
Industrial Production Index (Seasonally Adjusted),2018 March,"Basic metals and fabricated metal products (24,25)",80.7
Industrial Production Index (Seasonally Adjusted),2018 March,"Computer, electronic, optical and electrical equipment (26,27)",
Industrial Production Index (Seasonally Adjusted),2018 March,"Transport equipment (29,30)",118.2
Industrial Production Index (Seasonally Adjusted),2018 March,"Other manufacturing, repair and installation of machinery and equipment (32,33)",
Industrial Production Index (Seasonally Adjusted),2018 March,"Other foods (102 to 104,108)",71.1
Industrial Production Index (Seasonally Adjusted),2018 March,"Grain mill and starch products; prepared animal feeds (106,109)",83.8
Industrial Production Index (Seasonally Adjusted),2018 March,"Modern sector (182,20,21,26,27,325)",49.6
Industrial Production Index (Seasonally Adjusted),2018 March,Capital goods,
Industrial Production Index (Seasonally Adjusted),2018 March,Intermediate goods,
Industrial Production Index (Seasonally Adjusted),2018 March,Consumer goods,
Industrial Production Index (Seasonally Adjusted),2018 March,Durable consumer goods,
Industrial Production Index (Seasonally Adjusted),2018 March,Non-durable consumer goods,
Industrial Production Index (Seasonally Adjusted),2018 April,Food products (10),74.0
Industrial Production Index (Seasonally Adjusted),2018 April,Meat and meat products (101),96.3
Industrial Production Index (Seasonally Adjusted),2018 April,Dairy products (105),74.3
Industrial Production Index (Seasonally Adjusted),2018 April,Bakery and farinaceous products (107),112.8
Industrial Production Index (Seasonally Adjusted),2018 April,Beverages (11),
Industrial Production Index (Seasonally Adjusted),2018 April,"Wood and wood products, except furniture (16)",83.9
Industrial Production Index (Seasonally Adjusted),2018 April,Chemicals and chemical products (20),
Industrial Production Index (Seasonally Adjusted),2018 April,Basic pharmaceutical products and preparations (21),
Industrial Production Index (Seasonally Adjusted),2018 April,Rubber and plastic products (22),77.1
Industrial Production Index (Seasonally Adjusted),2018 April,Other non-metallic mineral products (23),89.8
Industrial Production Index (Seasonally Adjusted),2018 April,"Computer, electronic and optical products (26)",
Industrial Production Index (Seasonally Adjusted),2018 April,Electrical equipment (27),95.1
Industrial Production Index (Seasonally Adjusted),2018 April,Machinery and equipment n.e.c. (28),
Industrial Production Index (Seasonally Adjusted),2018 April,"Electricity, gas, steam and air conditioning supply (35)",127.4
Industrial Production Index (Seasonally Adjusted),2018 April,"Energy producing industries (05,06,19,35)",
Industrial Production Index (Seasonally Adjusted),2018 April,Mining and quarrying (05 to 09),
Industrial Production Index (Seasonally Adjusted),2018 April,Transportable goods industries (05 to 33),60.1
Industrial Production Index (Seasonally Adjusted),2018 April,Industries (05 to 35),60.9
Industrial Production Index (Seasonally Adjusted),2018 April,"Traditional sector (05 to 17,181,19,22 to 25,28 to 31,321 to 324,329,33,35)",83.1
Industrial Production Index (Seasonally Adjusted),2018 April,"Food products and beverages (10,11)",
Industrial Production Index (Seasonally Adjusted),2018 April,Manufacturing industries (10 to 33),60.5
Industrial Production Index (Seasonally Adjusted),2018 April,"Tobacco: leather; petroleum; transport equipment; furniture; repair of machinery (12, 15, 19, 29 to 31,33)",96.4
Industrial Production Index (Seasonally Adjusted),2018 April,"Textiles, wearing apparel and leather products (13 to 15)",109.6
Industrial Production Index (Seasonally Adjusted),2018 April,"Paper and paper products, printing and reproduction of recorded media (17,18)",106.3
Industrial Production Index (Seasonally Adjusted),2018 April,"Chemicals and pharmaceuticals (20,21)",
Industrial Production Index (Seasonally Adjusted),2018 April,"Basic metals and fabricated metal products (24,25)",79.5
Industrial Production Index (Seasonally Adjusted),2018 April,"Computer, electronic, optical and electrical equipment (26,27)",
