,Statistic,Quarter,Eircode.Output,value
1524,New Dwelling Completion,2014Q3,V92: Tralee,19
1525,New Dwelling Completion,2014Q3,V93: Killarney,19
1526,New Dwelling Completion,2014Q3,V94: Limerick,46
1527,New Dwelling Completion,2014Q3,V95: Ennis,18
1528,New Dwelling Completion,2014Q3,W12: Newbridge,12
1529,New Dwelling Completion,2014Q3,W23: Celbridge,34
1530,New Dwelling Completion,2014Q3,W34: Monasterevin,0
1531,New Dwelling Completion,2014Q3,W91: Naas,38
1532,New Dwelling Completion,2014Q3,X35: Dungarvan,4
1533,New Dwelling Completion,2014Q3,X42: Kilmacthomas,0
1534,New Dwelling Completion,2014Q3,X91: Waterford,7
1535,New Dwelling Completion,2014Q3,Y14: Arklow,3
1536,New Dwelling Completion,2014Q3,Y21: Enniscorthy,18
1537,New Dwelling Completion,2014Q3,Y25: Gorey,13
1538,New Dwelling Completion,2014Q3,Y34: New Ross,7
1539,New Dwelling Completion,2014Q3,Y35: Wexford,15
1540,New Dwelling Completion,2014Q4,All,1702
1541,New Dwelling Completion,2014Q4,A41: Ballyboughal,1
1542,New Dwelling Completion,2014Q4,A42: Garristown,1
1543,New Dwelling Completion,2014Q4,A45: Oldtown,0
1544,New Dwelling Completion,2014Q4,A63: Greystones,8
1545,New Dwelling Completion,2014Q4,A67: Wicklow,14
1546,New Dwelling Completion,2014Q4,A75: Castleblaney,7
1547,New Dwelling Completion,2014Q4,A81: Carrickmacross,9
1548,New Dwelling Completion,2014Q4,A82: Kells,24
1549,New Dwelling Completion,2014Q4,A83: Enfield,5
1550,New Dwelling Completion,2014Q4,A84: Ashbourne,18
1551,New Dwelling Completion,2014Q4,A85: Dunshaughlin,14
1552,New Dwelling Completion,2014Q4,A86: Dunboyne,3
1553,New Dwelling Completion,2014Q4,A91: Dundalk,19
1554,New Dwelling Completion,2014Q4,A92: Drogheda,26
1555,New Dwelling Completion,2014Q4,A94: Blackrock,7
1556,New Dwelling Completion,2014Q4,A96: Glenageary,122
1557,New Dwelling Completion,2014Q4,A98: Bray,20
1558,New Dwelling Completion,2014Q4,C15: Navan,16
1559,New Dwelling Completion,2014Q4,D01: Dublin 1,4
1560,New Dwelling Completion,2014Q4,D02: Dublin 2,4
1561,New Dwelling Completion,2014Q4,D03: Dublin 3,5
1562,New Dwelling Completion,2014Q4,D04: Dublin 4,11
1563,New Dwelling Completion,2014Q4,D05: Dublin 5,2
1564,New Dwelling Completion,2014Q4,D06: Dublin 6,22
1565,New Dwelling Completion,2014Q4,D07: Dublin 7,9
1566,New Dwelling Completion,2014Q4,D08: Dublin 8,7
1567,New Dwelling Completion,2014Q4,D09: Dublin 9,7
1568,New Dwelling Completion,2014Q4,D10: Dublin 10,0
1569,New Dwelling Completion,2014Q4,D11: Dublin 11,0
1570,New Dwelling Completion,2014Q4,D12: Dublin 12,24
1571,New Dwelling Completion,2014Q4,D13: Dublin 13,22
1572,New Dwelling Completion,2014Q4,D14: Dublin 14,22
1573,New Dwelling Completion,2014Q4,D15: Dublin 15,30
1574,New Dwelling Completion,2014Q4,D16: Dublin 16,20
1575,New Dwelling Completion,2014Q4,D17: Dublin 17,0
1576,New Dwelling Completion,2014Q4,D18: Dublin 18,28
1577,New Dwelling Completion,2014Q4,D20: Dublin 20,0
1578,New Dwelling Completion,2014Q4,D22: Dublin 22,3
1579,New Dwelling Completion,2014Q4,D24: Dublin 24,44
1580,New Dwelling Completion,2014Q4,D6W: Dublin 6W,7
1581,New Dwelling Completion,2014Q4,E21: Cahir,8
1582,New Dwelling Completion,2014Q4,E25: Cashel,3
1583,New Dwelling Completion,2014Q4,E32: Carrick-on-Suir,4
1584,New Dwelling Completion,2014Q4,E34: Tipperary,1
1585,New Dwelling Completion,2014Q4,E41: Thurles,11
1586,New Dwelling Completion,2014Q4,E45: Nenagh,8
1587,New Dwelling Completion,2014Q4,E53: Roscrea,1
1588,New Dwelling Completion,2014Q4,E91: Clonmel,3
1589,New Dwelling Completion,2014Q4,F12: Claremorris,13
1590,New Dwelling Completion,2014Q4,F23: Castlebar,8
1591,New Dwelling Completion,2014Q4,F26: Ballina,21
1592,New Dwelling Completion,2014Q4,F28: Westport,10
1593,New Dwelling Completion,2014Q4,F31: Ballinrobe,2
1594,New Dwelling Completion,2014Q4,F35: Ballyhaunis,1
1595,New Dwelling Completion,2014Q4,F42: Roscommon,3
1596,New Dwelling Completion,2014Q4,F45: Castlerea,9
1597,New Dwelling Completion,2014Q4,F52: Boyle,4
1598,New Dwelling Completion,2014Q4,F56: Ballymote,0
1599,New Dwelling Completion,2014Q4,F91: Sligo,17
1600,New Dwelling Completion,2014Q4,F92: Letterkenny,26
1601,New Dwelling Completion,2014Q4,F93: Lifford,33
1602,New Dwelling Completion,2014Q4,F94: Donegal,17
1603,New Dwelling Completion,2014Q4,H12: Cavan,10
1604,New Dwelling Completion,2014Q4,H14: Belturbet,4
1605,New Dwelling Completion,2014Q4,H16: Cootehill,2
1606,New Dwelling Completion,2014Q4,H18: Monaghan,6
1607,New Dwelling Completion,2014Q4,H23: Clones,2
1608,New Dwelling Completion,2014Q4,H53: Ballinasloe,12
1609,New Dwelling Completion,2014Q4,H54: Tuam,6
1610,New Dwelling Completion,2014Q4,H62: Loughrea,3
1611,New Dwelling Completion,2014Q4,H65: Athenry,6
1612,New Dwelling Completion,2014Q4,H71: Clifden,2
1613,New Dwelling Completion,2014Q4,H91: Galway,51
1614,New Dwelling Completion,2014Q4,K32: Balbriggan,18
1615,New Dwelling Completion,2014Q4,K34: Skerries,9
1616,New Dwelling Completion,2014Q4,K36: Malahide,30
1617,New Dwelling Completion,2014Q4,K45: Lusk,10
1618,New Dwelling Completion,2014Q4,K56: Rush,13
1619,New Dwelling Completion,2014Q4,K67: Swords,51
1620,New Dwelling Completion,2014Q4,K78: Lucan,2
1621,New Dwelling Completion,2014Q4,N37: Athlone,15
1622,New Dwelling Completion,2014Q4,N39: Longford,16
1623,New Dwelling Completion,2014Q4,N41: Carrick-on-Shannon,11
1624,New Dwelling Completion,2014Q4,N91: Mullingar,24
1625,New Dwelling Completion,2014Q4,P12: Macroom,5
1626,New Dwelling Completion,2014Q4,P14: Crookstown,1
1627,New Dwelling Completion,2014Q4,P17: Kinsale,2
1628,New Dwelling Completion,2014Q4,P24: Cobh,1
1629,New Dwelling Completion,2014Q4,P25: Midleton,22
1630,New Dwelling Completion,2014Q4,P31: Ballincollig,9
1631,New Dwelling Completion,2014Q4,P32: Rylane,1
1632,New Dwelling Completion,2014Q4,P36: Youghal,7
1633,New Dwelling Completion,2014Q4,P43: Carrigaline,27
1634,New Dwelling Completion,2014Q4,P47: Dunmanway,3
1635,New Dwelling Completion,2014Q4,P51: Mallow,23
1636,New Dwelling Completion,2014Q4,P56: Charleville,2
1637,New Dwelling Completion,2014Q4,P61: Fermoy,7
1638,New Dwelling Completion,2014Q4,P67: Mitchelstown,2
1639,New Dwelling Completion,2014Q4,P72: Bandon,7
1640,New Dwelling Completion,2014Q4,P75: Bantry,6
1641,New Dwelling Completion,2014Q4,P81: Skibbereen,8
1642,New Dwelling Completion,2014Q4,P85: Clonakilty,10
1643,New Dwelling Completion,2014Q4,R14: Athy,5
1644,New Dwelling Completion,2014Q4,R21: Mhuine Bheag,2
1645,New Dwelling Completion,2014Q4,R32: Portlaoise,23
1646,New Dwelling Completion,2014Q4,R35: Tullamore,9
1647,New Dwelling Completion,2014Q4,R42: Birr,7
1648,New Dwelling Completion,2014Q4,R45: Edenderry,4
1649,New Dwelling Completion,2014Q4,R51: Kildare,5
1650,New Dwelling Completion,2014Q4,R56: Curragh,3
1651,New Dwelling Completion,2014Q4,R93: Carlow,11
1652,New Dwelling Completion,2014Q4,R95: Kilkenny,21
1653,New Dwelling Completion,2014Q4,T12: Cork Southside,15
1654,New Dwelling Completion,2014Q4,T23: Cork Northside,13
1655,New Dwelling Completion,2014Q4,T34: Carrignavar,2
1656,New Dwelling Completion,2014Q4,T45: Glanmire,6
1657,New Dwelling Completion,2014Q4,T56: Watergrasshill,7
1658,New Dwelling Completion,2014Q4,V14: Shannon,0
1659,New Dwelling Completion,2014Q4,V15: Kilrush,5
1660,New Dwelling Completion,2014Q4,V23: Caherciveen,4
1661,New Dwelling Completion,2014Q4,V31: Listowel,5
1662,New Dwelling Completion,2014Q4,V35: Kilmallock,1
1663,New Dwelling Completion,2014Q4,V42: Newcastle West,6
1664,New Dwelling Completion,2014Q4,V92: Tralee,20
1665,New Dwelling Completion,2014Q4,V93: Killarney,23
1666,New Dwelling Completion,2014Q4,V94: Limerick,30
1667,New Dwelling Completion,2014Q4,V95: Ennis,32
1668,New Dwelling Completion,2014Q4,W12: Newbridge,7
1669,New Dwelling Completion,2014Q4,W23: Celbridge,50
1670,New Dwelling Completion,2014Q4,W34: Monasterevin,3
1671,New Dwelling Completion,2014Q4,W91: Naas,38
1672,New Dwelling Completion,2014Q4,X35: Dungarvan,14
1673,New Dwelling Completion,2014Q4,X42: Kilmacthomas,2
1674,New Dwelling Completion,2014Q4,X91: Waterford,18
1675,New Dwelling Completion,2014Q4,Y14: Arklow,8
1676,New Dwelling Completion,2014Q4,Y21: Enniscorthy,22
1677,New Dwelling Completion,2014Q4,Y25: Gorey,20
1678,New Dwelling Completion,2014Q4,Y34: New Ross,14
1679,New Dwelling Completion,2014Q4,Y35: Wexford,13
1680,New Dwelling Completion,2015Q1,All,1371
1681,New Dwelling Completion,2015Q1,A41: Ballyboughal,1
1682,New Dwelling Completion,2015Q1,A42: Garristown,0
1683,New Dwelling Completion,2015Q1,A45: Oldtown,0
1684,New Dwelling Completion,2015Q1,A63: Greystones,16
1685,New Dwelling Completion,2015Q1,A67: Wicklow,12
1686,New Dwelling Completion,2015Q1,A75: Castleblaney,7
1687,New Dwelling Completion,2015Q1,A81: Carrickmacross,6
1688,New Dwelling Completion,2015Q1,A82: Kells,12
1689,New Dwelling Completion,2015Q1,A83: Enfield,9
1690,New Dwelling Completion,2015Q1,A84: Ashbourne,12
1691,New Dwelling Completion,2015Q1,A85: Dunshaughlin,2
1692,New Dwelling Completion,2015Q1,A86: Dunboyne,2
1693,New Dwelling Completion,2015Q1,A91: Dundalk,27
1694,New Dwelling Completion,2015Q1,A92: Drogheda,48
1695,New Dwelling Completion,2015Q1,A94: Blackrock,3
1696,New Dwelling Completion,2015Q1,A96: Glenageary,26
1697,New Dwelling Completion,2015Q1,A98: Bray,16
1698,New Dwelling Completion,2015Q1,C15: Navan,14
1699,New Dwelling Completion,2015Q1,D01: Dublin 1,11
1700,New Dwelling Completion,2015Q1,D02: Dublin 2,12
1701,New Dwelling Completion,2015Q1,D03: Dublin 3,3
1702,New Dwelling Completion,2015Q1,D04: Dublin 4,1
1703,New Dwelling Completion,2015Q1,D05: Dublin 5,2
1704,New Dwelling Completion,2015Q1,D06: Dublin 6,14
1705,New Dwelling Completion,2015Q1,D07: Dublin 7,8
1706,New Dwelling Completion,2015Q1,D08: Dublin 8,12
1707,New Dwelling Completion,2015Q1,D09: Dublin 9,11
1708,New Dwelling Completion,2015Q1,D10: Dublin 10,1
1709,New Dwelling Completion,2015Q1,D11: Dublin 11,31
1710,New Dwelling Completion,2015Q1,D12: Dublin 12,2
1711,New Dwelling Completion,2015Q1,D13: Dublin 13,36
1712,New Dwelling Completion,2015Q1,D14: Dublin 14,19
1713,New Dwelling Completion,2015Q1,D15: Dublin 15,54
1714,New Dwelling Completion,2015Q1,D16: Dublin 16,6
1715,New Dwelling Completion,2015Q1,D17: Dublin 17,0
1716,New Dwelling Completion,2015Q1,D18: Dublin 18,17
1717,New Dwelling Completion,2015Q1,D20: Dublin 20,2
1718,New Dwelling Completion,2015Q1,D22: Dublin 22,2
1719,New Dwelling Completion,2015Q1,D24: Dublin 24,37
1720,New Dwelling Completion,2015Q1,D6W: Dublin 6W,20
1721,New Dwelling Completion,2015Q1,E21: Cahir,3
1722,New Dwelling Completion,2015Q1,E25: Cashel,5
1723,New Dwelling Completion,2015Q1,E32: Carrick-on-Suir,0
1724,New Dwelling Completion,2015Q1,E34: Tipperary,4
1725,New Dwelling Completion,2015Q1,E41: Thurles,11
1726,New Dwelling Completion,2015Q1,E45: Nenagh,6
1727,New Dwelling Completion,2015Q1,E53: Roscrea,5
1728,New Dwelling Completion,2015Q1,E91: Clonmel,3
1729,New Dwelling Completion,2015Q1,F12: Claremorris,11
1730,New Dwelling Completion,2015Q1,F23: Castlebar,3
1731,New Dwelling Completion,2015Q1,F26: Ballina,13
1732,New Dwelling Completion,2015Q1,F28: Westport,7
1733,New Dwelling Completion,2015Q1,F31: Ballinrobe,1
1734,New Dwelling Completion,2015Q1,F35: Ballyhaunis,2
1735,New Dwelling Completion,2015Q1,F42: Roscommon,2
1736,New Dwelling Completion,2015Q1,F45: Castlerea,5
1737,New Dwelling Completion,2015Q1,F52: Boyle,2
1738,New Dwelling Completion,2015Q1,F56: Ballymote,5
1739,New Dwelling Completion,2015Q1,F91: Sligo,12
1740,New Dwelling Completion,2015Q1,F92: Letterkenny,24
1741,New Dwelling Completion,2015Q1,F93: Lifford,18
1742,New Dwelling Completion,2015Q1,F94: Donegal,9
1743,New Dwelling Completion,2015Q1,H12: Cavan,9
1744,New Dwelling Completion,2015Q1,H14: Belturbet,2
1745,New Dwelling Completion,2015Q1,H16: Cootehill,1
1746,New Dwelling Completion,2015Q1,H18: Monaghan,6
1747,New Dwelling Completion,2015Q1,H23: Clones,0
1748,New Dwelling Completion,2015Q1,H53: Ballinasloe,15
1749,New Dwelling Completion,2015Q1,H54: Tuam,4
1750,New Dwelling Completion,2015Q1,H62: Loughrea,5
1751,New Dwelling Completion,2015Q1,H65: Athenry,6
1752,New Dwelling Completion,2015Q1,H71: Clifden,2
1753,New Dwelling Completion,2015Q1,H91: Galway,41
1754,New Dwelling Completion,2015Q1,K32: Balbriggan,6
1755,New Dwelling Completion,2015Q1,K34: Skerries,6
1756,New Dwelling Completion,2015Q1,K36: Malahide,26
1757,New Dwelling Completion,2015Q1,K45: Lusk,15
1758,New Dwelling Completion,2015Q1,K56: Rush,7
1759,New Dwelling Completion,2015Q1,K67: Swords,54
1760,New Dwelling Completion,2015Q1,K78: Lucan,1
1761,New Dwelling Completion,2015Q1,N37: Athlone,8
1762,New Dwelling Completion,2015Q1,N39: Longford,6
1763,New Dwelling Completion,2015Q1,N41: Carrick-on-Shannon,7
1764,New Dwelling Completion,2015Q1,N91: Mullingar,7
1765,New Dwelling Completion,2015Q1,P12: Macroom,6
1766,New Dwelling Completion,2015Q1,P14: Crookstown,3
1767,New Dwelling Completion,2015Q1,P17: Kinsale,3
1768,New Dwelling Completion,2015Q1,P24: Cobh,3
1769,New Dwelling Completion,2015Q1,P25: Midleton,12
1770,New Dwelling Completion,2015Q1,P31: Ballincollig,8
1771,New Dwelling Completion,2015Q1,P32: Rylane,1
1772,New Dwelling Completion,2015Q1,P36: Youghal,3
1773,New Dwelling Completion,2015Q1,P43: Carrigaline,20
1774,New Dwelling Completion,2015Q1,P47: Dunmanway,3
1775,New Dwelling Completion,2015Q1,P51: Mallow,11
1776,New Dwelling Completion,2015Q1,P56: Charleville,3
1777,New Dwelling Completion,2015Q1,P61: Fermoy,2
1778,New Dwelling Completion,2015Q1,P67: Mitchelstown,1
1779,New Dwelling Completion,2015Q1,P72: Bandon,5
1780,New Dwelling Completion,2015Q1,P75: Bantry,4
1781,New Dwelling Completion,2015Q1,P81: Skibbereen,7
1782,New Dwelling Completion,2015Q1,P85: Clonakilty,6
1783,New Dwelling Completion,2015Q1,R14: Athy,5
1784,New Dwelling Completion,2015Q1,R21: Mhuine Bheag,3
1785,New Dwelling Completion,2015Q1,R32: Portlaoise,13
1786,New Dwelling Completion,2015Q1,R35: Tullamore,8
1787,New Dwelling Completion,2015Q1,R42: Birr,2
1788,New Dwelling Completion,2015Q1,R45: Edenderry,4
1789,New Dwelling Completion,2015Q1,R51: Kildare,3
1790,New Dwelling Completion,2015Q1,R56: Curragh,4
1791,New Dwelling Completion,2015Q1,R93: Carlow,15
1792,New Dwelling Completion,2015Q1,R95: Kilkenny,14
1793,New Dwelling Completion,2015Q1,T12: Cork Southside,23
1794,New Dwelling Completion,2015Q1,T23: Cork Northside,12
1795,New Dwelling Completion,2015Q1,T34: Carrignavar,1
1796,New Dwelling Completion,2015Q1,T45: Glanmire,3
1797,New Dwelling Completion,2015Q1,T56: Watergrasshill,1
1798,New Dwelling Completion,2015Q1,V14: Shannon,0
1799,New Dwelling Completion,2015Q1,V15: Kilrush,3
1800,New Dwelling Completion,2015Q1,V23: Caherciveen,0
1801,New Dwelling Completion,2015Q1,V31: Listowel,4
1802,New Dwelling Completion,2015Q1,V35: Kilmallock,6
1803,New Dwelling Completion,2015Q1,V42: Newcastle West,3
1804,New Dwelling Completion,2015Q1,V92: Tralee,10
1805,New Dwelling Completion,2015Q1,V93: Killarney,14
1806,New Dwelling Completion,2015Q1,V94: Limerick,34
1807,New Dwelling Completion,2015Q1,V95: Ennis,14
1808,New Dwelling Completion,2015Q1,W12: Newbridge,9
1809,New Dwelling Completion,2015Q1,W23: Celbridge,49
1810,New Dwelling Completion,2015Q1,W34: Monasterevin,2
1811,New Dwelling Completion,2015Q1,W91: Naas,38
1812,New Dwelling Completion,2015Q1,X35: Dungarvan,4
1813,New Dwelling Completion,2015Q1,X42: Kilmacthomas,2
1814,New Dwelling Completion,2015Q1,X91: Waterford,13
1815,New Dwelling Completion,2015Q1,Y14: Arklow,5
1816,New Dwelling Completion,2015Q1,Y21: Enniscorthy,19
1817,New Dwelling Completion,2015Q1,Y25: Gorey,13
1818,New Dwelling Completion,2015Q1,Y34: New Ross,6
1819,New Dwelling Completion,2015Q1,Y35: Wexford,12
1820,New Dwelling Completion,2015Q2,All,1570
1821,New Dwelling Completion,2015Q2,A41: Ballyboughal,0
1822,New Dwelling Completion,2015Q2,A42: Garristown,1
1823,New Dwelling Completion,2015Q2,A45: Oldtown,1
1824,New Dwelling Completion,2015Q2,A63: Greystones,15
1825,New Dwelling Completion,2015Q2,A67: Wicklow,26
1826,New Dwelling Completion,2015Q2,A75: Castleblaney,6
1827,New Dwelling Completion,2015Q2,A81: Carrickmacross,5
1828,New Dwelling Completion,2015Q2,A82: Kells,12
1829,New Dwelling Completion,2015Q2,A83: Enfield,13
1830,New Dwelling Completion,2015Q2,A84: Ashbourne,18
1831,New Dwelling Completion,2015Q2,A85: Dunshaughlin,13
1832,New Dwelling Completion,2015Q2,A86: Dunboyne,0
1833,New Dwelling Completion,2015Q2,A91: Dundalk,14
1834,New Dwelling Completion,2015Q2,A92: Drogheda,22
1835,New Dwelling Completion,2015Q2,A94: Blackrock,3
1836,New Dwelling Completion,2015Q2,A96: Glenageary,32
1837,New Dwelling Completion,2015Q2,A98: Bray,5
1838,New Dwelling Completion,2015Q2,C15: Navan,18
1839,New Dwelling Completion,2015Q2,D01: Dublin 1,10
1840,New Dwelling Completion,2015Q2,D02: Dublin 2,4
1841,New Dwelling Completion,2015Q2,D03: Dublin 3,7
1842,New Dwelling Completion,2015Q2,D04: Dublin 4,7
1843,New Dwelling Completion,2015Q2,D05: Dublin 5,3
1844,New Dwelling Completion,2015Q2,D06: Dublin 6,25
1845,New Dwelling Completion,2015Q2,D07: Dublin 7,5
1846,New Dwelling Completion,2015Q2,D08: Dublin 8,2
1847,New Dwelling Completion,2015Q2,D09: Dublin 9,2
1848,New Dwelling Completion,2015Q2,D10: Dublin 10,0
1849,New Dwelling Completion,2015Q2,D11: Dublin 11,12
1850,New Dwelling Completion,2015Q2,D12: Dublin 12,0
1851,New Dwelling Completion,2015Q2,D13: Dublin 13,48
1852,New Dwelling Completion,2015Q2,D14: Dublin 14,8
1853,New Dwelling Completion,2015Q2,D15: Dublin 15,75
1854,New Dwelling Completion,2015Q2,D16: Dublin 16,7
1855,New Dwelling Completion,2015Q2,D17: Dublin 17,0
1856,New Dwelling Completion,2015Q2,D18: Dublin 18,10
1857,New Dwelling Completion,2015Q2,D20: Dublin 20,0
1858,New Dwelling Completion,2015Q2,D22: Dublin 22,1
1859,New Dwelling Completion,2015Q2,D24: Dublin 24,19
1860,New Dwelling Completion,2015Q2,D6W: Dublin 6W,11
1861,New Dwelling Completion,2015Q2,E21: Cahir,3
1862,New Dwelling Completion,2015Q2,E25: Cashel,2
1863,New Dwelling Completion,2015Q2,E32: Carrick-on-Suir,2
1864,New Dwelling Completion,2015Q2,E34: Tipperary,4
1865,New Dwelling Completion,2015Q2,E41: Thurles,10
1866,New Dwelling Completion,2015Q2,E45: Nenagh,6
1867,New Dwelling Completion,2015Q2,E53: Roscrea,0
1868,New Dwelling Completion,2015Q2,E91: Clonmel,9
1869,New Dwelling Completion,2015Q2,F12: Claremorris,15
1870,New Dwelling Completion,2015Q2,F23: Castlebar,5
1871,New Dwelling Completion,2015Q2,F26: Ballina,11
1872,New Dwelling Completion,2015Q2,F28: Westport,11
1873,New Dwelling Completion,2015Q2,F31: Ballinrobe,0
1874,New Dwelling Completion,2015Q2,F35: Ballyhaunis,4
1875,New Dwelling Completion,2015Q2,F42: Roscommon,9
1876,New Dwelling Completion,2015Q2,F45: Castlerea,9
1877,New Dwelling Completion,2015Q2,F52: Boyle,5
1878,New Dwelling Completion,2015Q2,F56: Ballymote,1
1879,New Dwelling Completion,2015Q2,F91: Sligo,7
1880,New Dwelling Completion,2015Q2,F92: Letterkenny,34
1881,New Dwelling Completion,2015Q2,F93: Lifford,18
1882,New Dwelling Completion,2015Q2,F94: Donegal,15
1883,New Dwelling Completion,2015Q2,H12: Cavan,4
1884,New Dwelling Completion,2015Q2,H14: Belturbet,1
1885,New Dwelling Completion,2015Q2,H16: Cootehill,0
1886,New Dwelling Completion,2015Q2,H18: Monaghan,13
1887,New Dwelling Completion,2015Q2,H23: Clones,0
1888,New Dwelling Completion,2015Q2,H53: Ballinasloe,8
1889,New Dwelling Completion,2015Q2,H54: Tuam,10
1890,New Dwelling Completion,2015Q2,H62: Loughrea,5
1891,New Dwelling Completion,2015Q2,H65: Athenry,17
1892,New Dwelling Completion,2015Q2,H71: Clifden,1
1893,New Dwelling Completion,2015Q2,H91: Galway,46
1894,New Dwelling Completion,2015Q2,K32: Balbriggan,14
1895,New Dwelling Completion,2015Q2,K34: Skerries,16
1896,New Dwelling Completion,2015Q2,K36: Malahide,54
1897,New Dwelling Completion,2015Q2,K45: Lusk,1
1898,New Dwelling Completion,2015Q2,K56: Rush,5
1899,New Dwelling Completion,2015Q2,K67: Swords,43
1900,New Dwelling Completion,2015Q2,K78: Lucan,11
1901,New Dwelling Completion,2015Q2,N37: Athlone,18
1902,New Dwelling Completion,2015Q2,N39: Longford,20
1903,New Dwelling Completion,2015Q2,N41: Carrick-on-Shannon,9
1904,New Dwelling Completion,2015Q2,N91: Mullingar,8
1905,New Dwelling Completion,2015Q2,P12: Macroom,9
1906,New Dwelling Completion,2015Q2,P14: Crookstown,0
1907,New Dwelling Completion,2015Q2,P17: Kinsale,4
1908,New Dwelling Completion,2015Q2,P24: Cobh,2
1909,New Dwelling Completion,2015Q2,P25: Midleton,7
1910,New Dwelling Completion,2015Q2,P31: Ballincollig,5
1911,New Dwelling Completion,2015Q2,P32: Rylane,1
1912,New Dwelling Completion,2015Q2,P36: Youghal,5
1913,New Dwelling Completion,2015Q2,P43: Carrigaline,24
1914,New Dwelling Completion,2015Q2,P47: Dunmanway,7
