Statistic,Quarter,NST.Group,value
Vehicle Kilometres,2011Q2,Coal and natural gas,1
Vehicle Kilometres,2011Q2,"Quarry products, metal ores and peat",13
Vehicle Kilometres,2011Q2,Foodstuffs,66
Vehicle Kilometres,2011Q2,Textiles and leather,5
Vehicle Kilometres,2011Q2,"Wood, pulp and paper",13
Vehicle Kilometres,2011Q2,Coke and refined petroleum products,10
Vehicle Kilometres,2011Q2,Chemicals and plastics,12
Vehicle Kilometres,2011Q2,Other non-metallic mineral products,10
Vehicle Kilometres,2011Q2,Metal products (except machinery and equipment),5
Vehicle Kilometres,2011Q2,Machinery and equipment,9
Vehicle Kilometres,2011Q2,Furniture and other manufactured goods,8
Vehicle Kilometres,2011Q2,Secondary raw materials and waste,8
Vehicle Kilometres,2011Q2,Other NST 2007 goods,180
Vehicle Kilometres,2011Q3,All NST 2007 goods,340
Vehicle Kilometres,2011Q3,Products of agriculture forestry and fishing,19
Vehicle Kilometres,2011Q3,Coal and natural gas,1
Vehicle Kilometres,2011Q3,"Quarry products, metal ores and peat",13
Vehicle Kilometres,2011Q3,Foodstuffs,59
Vehicle Kilometres,2011Q3,Textiles and leather,5
Vehicle Kilometres,2011Q3,"Wood, pulp and paper",13
Vehicle Kilometres,2011Q3,Coke and refined petroleum products,9
Vehicle Kilometres,2011Q3,Chemicals and plastics,6
Vehicle Kilometres,2011Q3,Other non-metallic mineral products,14
Vehicle Kilometres,2011Q3,Metal products (except machinery and equipment),8
Vehicle Kilometres,2011Q3,Machinery and equipment,10
Vehicle Kilometres,2011Q3,Furniture and other manufactured goods,10
Vehicle Kilometres,2011Q3,Secondary raw materials and waste,6
Vehicle Kilometres,2011Q3,Other NST 2007 goods,168
Vehicle Kilometres,2011Q4,All NST 2007 goods,304
Vehicle Kilometres,2011Q4,Products of agriculture forestry and fishing,20
Vehicle Kilometres,2011Q4,Coal and natural gas,1
Vehicle Kilometres,2011Q4,"Quarry products, metal ores and peat",10
Vehicle Kilometres,2011Q4,Foodstuffs,52
Vehicle Kilometres,2011Q4,Textiles and leather,4
Vehicle Kilometres,2011Q4,"Wood, pulp and paper",8
Vehicle Kilometres,2011Q4,Coke and refined petroleum products,9
Vehicle Kilometres,2011Q4,Chemicals and plastics,9
Vehicle Kilometres,2011Q4,Other non-metallic mineral products,10
Vehicle Kilometres,2011Q4,Metal products (except machinery and equipment),7
Vehicle Kilometres,2011Q4,Machinery and equipment,10
Vehicle Kilometres,2011Q4,Furniture and other manufactured goods,11
Vehicle Kilometres,2011Q4,Secondary raw materials and waste,6
Vehicle Kilometres,2011Q4,Other NST 2007 goods,146
Vehicle Kilometres,2012Q1,All NST 2007 goods,350
Vehicle Kilometres,2012Q1,Products of agriculture forestry and fishing,21
Vehicle Kilometres,2012Q1,Coal and natural gas,1
Vehicle Kilometres,2012Q1,"Quarry products, metal ores and peat",11
Vehicle Kilometres,2012Q1,Foodstuffs,56
Vehicle Kilometres,2012Q1,Textiles and leather,4
Vehicle Kilometres,2012Q1,"Wood, pulp and paper",12
Vehicle Kilometres,2012Q1,Coke and refined petroleum products,11
Vehicle Kilometres,2012Q1,Chemicals and plastics,9
Vehicle Kilometres,2012Q1,Other non-metallic mineral products,12
Vehicle Kilometres,2012Q1,Metal products (except machinery and equipment),5
Vehicle Kilometres,2012Q1,Machinery and equipment,11
Vehicle Kilometres,2012Q1,Furniture and other manufactured goods,5
Vehicle Kilometres,2012Q1,Secondary raw materials and waste,6
Vehicle Kilometres,2012Q1,Other NST 2007 goods,184
Vehicle Kilometres,2012Q2,All NST 2007 goods,330
Vehicle Kilometres,2012Q2,Products of agriculture forestry and fishing,23
Vehicle Kilometres,2012Q2,Coal and natural gas,0
Vehicle Kilometres,2012Q2,"Quarry products, metal ores and peat",11
Vehicle Kilometres,2012Q2,Foodstuffs,52
Vehicle Kilometres,2012Q2,Textiles and leather,7
Vehicle Kilometres,2012Q2,"Wood, pulp and paper",12
Vehicle Kilometres,2012Q2,Coke and refined petroleum products,11
Vehicle Kilometres,2012Q2,Chemicals and plastics,10
Vehicle Kilometres,2012Q2,Other non-metallic mineral products,9
Vehicle Kilometres,2012Q2,Metal products (except machinery and equipment),6
Vehicle Kilometres,2012Q2,Machinery and equipment,11
Vehicle Kilometres,2012Q2,Furniture and other manufactured goods,8
Vehicle Kilometres,2012Q2,Secondary raw materials and waste,8
Vehicle Kilometres,2012Q2,Other NST 2007 goods,161
Vehicle Kilometres,2012Q3,All NST 2007 goods,334
Vehicle Kilometres,2012Q3,Products of agriculture forestry and fishing,22
Vehicle Kilometres,2012Q3,Coal and natural gas,1
Vehicle Kilometres,2012Q3,"Quarry products, metal ores and peat",12
Vehicle Kilometres,2012Q3,Foodstuffs,54
Vehicle Kilometres,2012Q3,Textiles and leather,4
Vehicle Kilometres,2012Q3,"Wood, pulp and paper",10
Vehicle Kilometres,2012Q3,Coke and refined petroleum products,11
Vehicle Kilometres,2012Q3,Chemicals and plastics,8
Vehicle Kilometres,2012Q3,Other non-metallic mineral products,13
Vehicle Kilometres,2012Q3,Metal products (except machinery and equipment),6
Vehicle Kilometres,2012Q3,Machinery and equipment,10
Vehicle Kilometres,2012Q3,Furniture and other manufactured goods,5
Vehicle Kilometres,2012Q3,Secondary raw materials and waste,6
Vehicle Kilometres,2012Q3,Other NST 2007 goods,171
Vehicle Kilometres,2012Q4,All NST 2007 goods,303
Vehicle Kilometres,2012Q4,Products of agriculture forestry and fishing,19
Vehicle Kilometres,2012Q4,Coal and natural gas,1
Vehicle Kilometres,2012Q4,"Quarry products, metal ores and peat",9
Vehicle Kilometres,2012Q4,Foodstuffs,51
Vehicle Kilometres,2012Q4,Textiles and leather,4
Vehicle Kilometres,2012Q4,"Wood, pulp and paper",9
Vehicle Kilometres,2012Q4,Coke and refined petroleum products,13
Vehicle Kilometres,2012Q4,Chemicals and plastics,6
Vehicle Kilometres,2012Q4,Other non-metallic mineral products,10
Vehicle Kilometres,2012Q4,Metal products (except machinery and equipment),4
Vehicle Kilometres,2012Q4,Machinery and equipment,8
Vehicle Kilometres,2012Q4,Furniture and other manufactured goods,7
Vehicle Kilometres,2012Q4,Secondary raw materials and waste,7
Vehicle Kilometres,2012Q4,Other NST 2007 goods,154
Vehicle Kilometres,2013Q1,All NST 2007 goods,318
Vehicle Kilometres,2013Q1,Products of agriculture forestry and fishing,19
Vehicle Kilometres,2013Q1,Coal and natural gas,1
Vehicle Kilometres,2013Q1,"Quarry products, metal ores and peat",10
Vehicle Kilometres,2013Q1,Foodstuffs,58
Vehicle Kilometres,2013Q1,Textiles and leather,5
Vehicle Kilometres,2013Q1,"Wood, pulp and paper",14
Vehicle Kilometres,2013Q1,Coke and refined petroleum products,12
Vehicle Kilometres,2013Q1,Chemicals and plastics,8
Vehicle Kilometres,2013Q1,Other non-metallic mineral products,10
Vehicle Kilometres,2013Q1,Metal products (except machinery and equipment),4
Vehicle Kilometres,2013Q1,Machinery and equipment,9
Vehicle Kilometres,2013Q1,Furniture and other manufactured goods,8
Vehicle Kilometres,2013Q1,Secondary raw materials and waste,5
Vehicle Kilometres,2013Q1,Other NST 2007 goods,158
Vehicle Kilometres,2013Q2,All NST 2007 goods,338
Vehicle Kilometres,2013Q2,Products of agriculture forestry and fishing,20
Vehicle Kilometres,2013Q2,Coal and natural gas,1
Vehicle Kilometres,2013Q2,"Quarry products, metal ores and peat",11
Vehicle Kilometres,2013Q2,Foodstuffs,60
Vehicle Kilometres,2013Q2,Textiles and leather,4
Vehicle Kilometres,2013Q2,"Wood, pulp and paper",11
Vehicle Kilometres,2013Q2,Coke and refined petroleum products,11
Vehicle Kilometres,2013Q2,Chemicals and plastics,13
Vehicle Kilometres,2013Q2,Other non-metallic mineral products,13
Vehicle Kilometres,2013Q2,Metal products (except machinery and equipment),5
Vehicle Kilometres,2013Q2,Machinery and equipment,10
Vehicle Kilometres,2013Q2,Furniture and other manufactured goods,6
Vehicle Kilometres,2013Q2,Secondary raw materials and waste,5
Vehicle Kilometres,2013Q2,Other NST 2007 goods,168
Vehicle Kilometres,2013Q3,All NST 2007 goods,330
Vehicle Kilometres,2013Q3,Products of agriculture forestry and fishing,19
Vehicle Kilometres,2013Q3,Coal and natural gas,1
Vehicle Kilometres,2013Q3,"Quarry products, metal ores and peat",11
Vehicle Kilometres,2013Q3,Foodstuffs,52
Vehicle Kilometres,2013Q3,Textiles and leather,5
Vehicle Kilometres,2013Q3,"Wood, pulp and paper",9
Vehicle Kilometres,2013Q3,Coke and refined petroleum products,12
Vehicle Kilometres,2013Q3,Chemicals and plastics,14
Vehicle Kilometres,2013Q3,Other non-metallic mineral products,12
Vehicle Kilometres,2013Q3,Metal products (except machinery and equipment),4
Vehicle Kilometres,2013Q3,Machinery and equipment,9
Vehicle Kilometres,2013Q3,Furniture and other manufactured goods,11
Vehicle Kilometres,2013Q3,Secondary raw materials and waste,6
Vehicle Kilometres,2013Q3,Other NST 2007 goods,165
Vehicle Kilometres,2013Q4,All NST 2007 goods,276
Vehicle Kilometres,2013Q4,Products of agriculture forestry and fishing,19
Vehicle Kilometres,2013Q4,Coal and natural gas,2
Vehicle Kilometres,2013Q4,"Quarry products, metal ores and peat",10
Vehicle Kilometres,2013Q4,Foodstuffs,44
Vehicle Kilometres,2013Q4,Textiles and leather,4
Vehicle Kilometres,2013Q4,"Wood, pulp and paper",8
Vehicle Kilometres,2013Q4,Coke and refined petroleum products,11
Vehicle Kilometres,2013Q4,Chemicals and plastics,7
Vehicle Kilometres,2013Q4,Other non-metallic mineral products,10
Vehicle Kilometres,2013Q4,Metal products (except machinery and equipment),7
Vehicle Kilometres,2013Q4,Machinery and equipment,7
Vehicle Kilometres,2013Q4,Furniture and other manufactured goods,6
Vehicle Kilometres,2013Q4,Secondary raw materials and waste,6
Vehicle Kilometres,2013Q4,Other NST 2007 goods,135
Vehicle Kilometres,2014Q1,All NST 2007 goods,347
Vehicle Kilometres,2014Q1,Products of agriculture forestry and fishing,21
Vehicle Kilometres,2014Q1,Coal and natural gas,1
Vehicle Kilometres,2014Q1,"Quarry products, metal ores and peat",11
Vehicle Kilometres,2014Q1,Foodstuffs,58
Vehicle Kilometres,2014Q1,Textiles and leather,4
Vehicle Kilometres,2014Q1,"Wood, pulp and paper",10
Vehicle Kilometres,2014Q1,Coke and refined petroleum products,14
Vehicle Kilometres,2014Q1,Chemicals and plastics,12
Vehicle Kilometres,2014Q1,Other non-metallic mineral products,12
Vehicle Kilometres,2014Q1,Metal products (except machinery and equipment),6
Vehicle Kilometres,2014Q1,Machinery and equipment,6
Vehicle Kilometres,2014Q1,Furniture and other manufactured goods,9
Vehicle Kilometres,2014Q1,Secondary raw materials and waste,8
Vehicle Kilometres,2014Q1,Other NST 2007 goods,174
Vehicle Kilometres,2014Q2,All NST 2007 goods,334
Vehicle Kilometres,2014Q2,Products of agriculture forestry and fishing,21
Vehicle Kilometres,2014Q2,Coal and natural gas,1
Vehicle Kilometres,2014Q2,"Quarry products, metal ores and peat",11
Vehicle Kilometres,2014Q2,Foodstuffs,61
Vehicle Kilometres,2014Q2,Textiles and leather,2
Vehicle Kilometres,2014Q2,"Wood, pulp and paper",12
Vehicle Kilometres,2014Q2,Coke and refined petroleum products,9
Vehicle Kilometres,2014Q2,Chemicals and plastics,9
Vehicle Kilometres,2014Q2,Other non-metallic mineral products,11
Vehicle Kilometres,2014Q2,Metal products (except machinery and equipment),6
Vehicle Kilometres,2014Q2,Machinery and equipment,8
Vehicle Kilometres,2014Q2,Furniture and other manufactured goods,9
Vehicle Kilometres,2014Q2,Secondary raw materials and waste,8
Vehicle Kilometres,2014Q2,Other NST 2007 goods,164
Vehicle Kilometres,2014Q3,All NST 2007 goods,323
Vehicle Kilometres,2014Q3,Products of agriculture forestry and fishing,19
Vehicle Kilometres,2014Q3,Coal and natural gas,1
Vehicle Kilometres,2014Q3,"Quarry products, metal ores and peat",11
Vehicle Kilometres,2014Q3,Foodstuffs,51
Vehicle Kilometres,2014Q3,Textiles and leather,4
Vehicle Kilometres,2014Q3,"Wood, pulp and paper",13
Vehicle Kilometres,2014Q3,Coke and refined petroleum products,12
Vehicle Kilometres,2014Q3,Chemicals and plastics,8
Vehicle Kilometres,2014Q3,Other non-metallic mineral products,13
Vehicle Kilometres,2014Q3,Metal products (except machinery and equipment),5
Vehicle Kilometres,2014Q3,Machinery and equipment,7
Vehicle Kilometres,2014Q3,Furniture and other manufactured goods,9
Vehicle Kilometres,2014Q3,Secondary raw materials and waste,7
Vehicle Kilometres,2014Q3,Other NST 2007 goods,163
Vehicle Kilometres,2014Q4,All NST 2007 goods,303
Vehicle Kilometres,2014Q4,Products of agriculture forestry and fishing,15
Vehicle Kilometres,2014Q4,Coal and natural gas,1
Vehicle Kilometres,2014Q4,"Quarry products, metal ores and peat",11
Vehicle Kilometres,2014Q4,Foodstuffs,55
Vehicle Kilometres,2014Q4,Textiles and leather,4
Vehicle Kilometres,2014Q4,"Wood, pulp and paper",8
Vehicle Kilometres,2014Q4,Coke and refined petroleum products,12
Vehicle Kilometres,2014Q4,Chemicals and plastics,10
Vehicle Kilometres,2014Q4,Other non-metallic mineral products,11
Vehicle Kilometres,2014Q4,Metal products (except machinery and equipment),6
Vehicle Kilometres,2014Q4,Machinery and equipment,8
Vehicle Kilometres,2014Q4,Furniture and other manufactured goods,8
Vehicle Kilometres,2014Q4,Secondary raw materials and waste,6
Vehicle Kilometres,2014Q4,Other NST 2007 goods,148
Vehicle Kilometres,2015Q1,All NST 2007 goods,316
Vehicle Kilometres,2015Q1,Products of agriculture forestry and fishing,14
Vehicle Kilometres,2015Q1,Coal and natural gas,1
Vehicle Kilometres,2015Q1,"Quarry products, metal ores and peat",11
Vehicle Kilometres,2015Q1,Foodstuffs,62
Vehicle Kilometres,2015Q1,Textiles and leather,3
Vehicle Kilometres,2015Q1,"Wood, pulp and paper",8
Vehicle Kilometres,2015Q1,Coke and refined petroleum products,13
Vehicle Kilometres,2015Q1,Chemicals and plastics,11
Vehicle Kilometres,2015Q1,Other non-metallic mineral products,11
Vehicle Kilometres,2015Q1,Metal products (except machinery and equipment),5
Vehicle Kilometres,2015Q1,Machinery and equipment,6
Vehicle Kilometres,2015Q1,Furniture and other manufactured goods,7
Vehicle Kilometres,2015Q1,Secondary raw materials and waste,6
Vehicle Kilometres,2015Q1,Other NST 2007 goods,157
Vehicle Kilometres,2015Q2,All NST 2007 goods,326
Vehicle Kilometres,2015Q2,Products of agriculture forestry and fishing,22
Vehicle Kilometres,2015Q2,Coal and natural gas,1
Vehicle Kilometres,2015Q2,"Quarry products, metal ores and peat",10
Vehicle Kilometres,2015Q2,Foodstuffs,59
Vehicle Kilometres,2015Q2,Textiles and leather,4
Vehicle Kilometres,2015Q2,"Wood, pulp and paper",11
Vehicle Kilometres,2015Q2,Coke and refined petroleum products,12
Vehicle Kilometres,2015Q2,Chemicals and plastics,9
Vehicle Kilometres,2015Q2,Other non-metallic mineral products,13
Vehicle Kilometres,2015Q2,Metal products (except machinery and equipment),4
Vehicle Kilometres,2015Q2,Machinery and equipment,8
Vehicle Kilometres,2015Q2,Furniture and other manufactured goods,8
Vehicle Kilometres,2015Q2,Secondary raw materials and waste,8
Vehicle Kilometres,2015Q2,Other NST 2007 goods,154
Vehicle Kilometres,2015Q3,All NST 2007 goods,344
Vehicle Kilometres,2015Q3,Products of agriculture forestry and fishing,22
Vehicle Kilometres,2015Q3,Coal and natural gas,2
Vehicle Kilometres,2015Q3,"Quarry products, metal ores and peat",13
Vehicle Kilometres,2015Q3,Foodstuffs,60
Vehicle Kilometres,2015Q3,Textiles and leather,4
Vehicle Kilometres,2015Q3,"Wood, pulp and paper",11
Vehicle Kilometres,2015Q3,Coke and refined petroleum products,9
Vehicle Kilometres,2015Q3,Chemicals and plastics,10
Vehicle Kilometres,2015Q3,Other non-metallic mineral products,16
Vehicle Kilometres,2015Q3,Metal products (except machinery and equipment),6
Vehicle Kilometres,2015Q3,Machinery and equipment,8
Vehicle Kilometres,2015Q3,Furniture and other manufactured goods,8
Vehicle Kilometres,2015Q3,Secondary raw materials and waste,5
Vehicle Kilometres,2015Q3,Other NST 2007 goods,171
Vehicle Kilometres,2015Q4,All NST 2007 goods,317
Vehicle Kilometres,2015Q4,Products of agriculture forestry and fishing,18
Vehicle Kilometres,2015Q4,Coal and natural gas,2
Vehicle Kilometres,2015Q4,"Quarry products, metal ores and peat",12
Vehicle Kilometres,2015Q4,Foodstuffs,57
Vehicle Kilometres,2015Q4,Textiles and leather,4
Vehicle Kilometres,2015Q4,"Wood, pulp and paper",9
Vehicle Kilometres,2015Q4,Coke and refined petroleum products,13
Vehicle Kilometres,2015Q4,Chemicals and plastics,7
Vehicle Kilometres,2015Q4,Other non-metallic mineral products,12
Vehicle Kilometres,2015Q4,Metal products (except machinery and equipment),3
Vehicle Kilometres,2015Q4,Machinery and equipment,8
Vehicle Kilometres,2015Q4,Furniture and other manufactured goods,9
Vehicle Kilometres,2015Q4,Secondary raw materials and waste,8
Vehicle Kilometres,2015Q4,Other NST 2007 goods,153
Vehicle Kilometres,2016Q1,All NST 2007 goods,386
Vehicle Kilometres,2016Q1,Products of agriculture forestry and fishing,15
Vehicle Kilometres,2016Q1,Coal and natural gas,1
Vehicle Kilometres,2016Q1,"Quarry products, metal ores and peat",12
Vehicle Kilometres,2016Q1,Foodstuffs,76
Vehicle Kilometres,2016Q1,Textiles and leather,2
Vehicle Kilometres,2016Q1,"Wood, pulp and paper",15
Vehicle Kilometres,2016Q1,Coke and refined petroleum products,14
Vehicle Kilometres,2016Q1,Chemicals and plastics,11
Vehicle Kilometres,2016Q1,Other non-metallic mineral products,13
Vehicle Kilometres,2016Q1,Metal products (except machinery and equipment),6
Vehicle Kilometres,2016Q1,Machinery and equipment,10
Vehicle Kilometres,2016Q1,Furniture and other manufactured goods,10
Vehicle Kilometres,2016Q1,Secondary raw materials and waste,8
Vehicle Kilometres,2016Q1,Other NST 2007 goods,192
Vehicle Kilometres,2016Q2,All NST 2007 goods,386
Vehicle Kilometres,2016Q2,Products of agriculture forestry and fishing,20
Vehicle Kilometres,2016Q2,Coal and natural gas,1
Vehicle Kilometres,2016Q2,"Quarry products, metal ores and peat",15
Vehicle Kilometres,2016Q2,Foodstuffs,60
Vehicle Kilometres,2016Q2,Textiles and leather,4
Vehicle Kilometres,2016Q2,"Wood, pulp and paper",13
Vehicle Kilometres,2016Q2,Coke and refined petroleum products,15
Vehicle Kilometres,2016Q2,Chemicals and plastics,17
Vehicle Kilometres,2016Q2,Other non-metallic mineral products,13
Vehicle Kilometres,2016Q2,Metal products (except machinery and equipment),5
Vehicle Kilometres,2016Q2,Machinery and equipment,9
Vehicle Kilometres,2016Q2,Furniture and other manufactured goods,11
Vehicle Kilometres,2016Q2,Secondary raw materials and waste,9
Vehicle Kilometres,2016Q2,Other NST 2007 goods,193
Vehicle Kilometres,2016Q3,All NST 2007 goods,393
Vehicle Kilometres,2016Q3,Products of agriculture forestry and fishing,25
Vehicle Kilometres,2016Q3,Coal and natural gas,1
Vehicle Kilometres,2016Q3,"Quarry products, metal ores and peat",14
Vehicle Kilometres,2016Q3,Foodstuffs,64
Vehicle Kilometres,2016Q3,Textiles and leather,4
Vehicle Kilometres,2016Q3,"Wood, pulp and paper",15
Vehicle Kilometres,2016Q3,Coke and refined petroleum products,12
Vehicle Kilometres,2016Q3,Chemicals and plastics,11
Vehicle Kilometres,2016Q3,Other non-metallic mineral products,17
Vehicle Kilometres,2016Q3,Metal products (except machinery and equipment),6
Vehicle Kilometres,2016Q3,Machinery and equipment,8
Vehicle Kilometres,2016Q3,Furniture and other manufactured goods,15
Vehicle Kilometres,2016Q3,Secondary raw materials and waste,9
Vehicle Kilometres,2016Q3,Other NST 2007 goods,193
Vehicle Kilometres,2016Q4,All NST 2007 goods,394
Vehicle Kilometres,2016Q4,Products of agriculture forestry and fishing,19
Vehicle Kilometres,2016Q4,Coal and natural gas,2
Vehicle Kilometres,2016Q4,"Quarry products, metal ores and peat",16
Vehicle Kilometres,2016Q4,Foodstuffs,70
Vehicle Kilometres,2016Q4,Textiles and leather,3
Vehicle Kilometres,2016Q4,"Wood, pulp and paper",15
Vehicle Kilometres,2016Q4,Coke and refined petroleum products,15
Vehicle Kilometres,2016Q4,Chemicals and plastics,9
Vehicle Kilometres,2016Q4,Other non-metallic mineral products,22
Vehicle Kilometres,2016Q4,Metal products (except machinery and equipment),7
Vehicle Kilometres,2016Q4,Machinery and equipment,7
Vehicle Kilometres,2016Q4,Furniture and other manufactured goods,8
Vehicle Kilometres,2016Q4,Secondary raw materials and waste,8
Vehicle Kilometres,2016Q4,Other NST 2007 goods,193
Vehicle Kilometres,2017Q1,All NST 2007 goods,373
Vehicle Kilometres,2017Q1,Products of agriculture forestry and fishing,23
Vehicle Kilometres,2017Q1,Coal and natural gas,1
Vehicle Kilometres,2017Q1,"Quarry products, metal ores and peat",14
Vehicle Kilometres,2017Q1,Foodstuffs,69
Vehicle Kilometres,2017Q1,Textiles and leather,3
Vehicle Kilometres,2017Q1,"Wood, pulp and paper",13
Vehicle Kilometres,2017Q1,Coke and refined petroleum products,14
Vehicle Kilometres,2017Q1,Chemicals and plastics,14
Vehicle Kilometres,2017Q1,Other non-metallic mineral products,16
Vehicle Kilometres,2017Q1,Metal products (except machinery and equipment),4
Vehicle Kilometres,2017Q1,Machinery and equipment,9
Vehicle Kilometres,2017Q1,Furniture and other manufactured goods,10
Vehicle Kilometres,2017Q1,Secondary raw materials and waste,7
Vehicle Kilometres,2017Q1,Other NST 2007 goods,175
Vehicle Kilometres,2017Q2,All NST 2007 goods,412
Vehicle Kilometres,2017Q2,Products of agriculture forestry and fishing,19
Vehicle Kilometres,2017Q2,Coal and natural gas,2
Vehicle Kilometres,2017Q2,"Quarry products, metal ores and peat",18
Vehicle Kilometres,2017Q2,Foodstuffs,69
Vehicle Kilometres,2017Q2,Textiles and leather,7
Vehicle Kilometres,2017Q2,"Wood, pulp and paper",14
Vehicle Kilometres,2017Q2,Coke and refined petroleum products,14
Vehicle Kilometres,2017Q2,Chemicals and plastics,16
Vehicle Kilometres,2017Q2,Other non-metallic mineral products,17
Vehicle Kilometres,2017Q2,Metal products (except machinery and equipment),6
Vehicle Kilometres,2017Q2,Machinery and equipment,9
Vehicle Kilometres,2017Q2,Furniture and other manufactured goods,6
Vehicle Kilometres,2017Q2,Secondary raw materials and waste,8
Vehicle Kilometres,2017Q2,Other NST 2007 goods,207
Vehicle Kilometres,2017Q3,All NST 2007 goods,395
Vehicle Kilometres,2017Q3,Products of agriculture forestry and fishing,22
Vehicle Kilometres,2017Q3,Coal and natural gas,1
Vehicle Kilometres,2017Q3,"Quarry products, metal ores and peat",16
Vehicle Kilometres,2017Q3,Foodstuffs,62
Vehicle Kilometres,2017Q3,Textiles and leather,3
Vehicle Kilometres,2017Q3,"Wood, pulp and paper",14
Vehicle Kilometres,2017Q3,Coke and refined petroleum products,13
Vehicle Kilometres,2017Q3,Chemicals and plastics,10
Vehicle Kilometres,2017Q3,Other non-metallic mineral products,18
Vehicle Kilometres,2017Q3,Metal products (except machinery and equipment),5
Vehicle Kilometres,2017Q3,Machinery and equipment,10
Vehicle Kilometres,2017Q3,Furniture and other manufactured goods,9
Vehicle Kilometres,2017Q3,Secondary raw materials and waste,10
Vehicle Kilometres,2017Q3,Other NST 2007 goods,201
Vehicle Kilometres,2017Q4,All NST 2007 goods,412
Vehicle Kilometres,2017Q4,Products of agriculture forestry and fishing,18
Vehicle Kilometres,2017Q4,Coal and natural gas,2
Vehicle Kilometres,2017Q4,"Quarry products, metal ores and peat",19
Vehicle Kilometres,2017Q4,Foodstuffs,70
Vehicle Kilometres,2017Q4,Textiles and leather,7
Vehicle Kilometres,2017Q4,"Wood, pulp and paper",10
Vehicle Kilometres,2017Q4,Coke and refined petroleum products,12
Vehicle Kilometres,2017Q4,Chemicals and plastics,12
Vehicle Kilometres,2017Q4,Other non-metallic mineral products,18
Vehicle Kilometres,2017Q4,Metal products (except machinery and equipment),4
Vehicle Kilometres,2017Q4,Machinery and equipment,10
Vehicle Kilometres,2017Q4,Furniture and other manufactured goods,10
Vehicle Kilometres,2017Q4,Secondary raw materials and waste,8
Vehicle Kilometres,2017Q4,Other NST 2007 goods,213
Vehicle Kilometres,2018Q1,All NST 2007 goods,385
Vehicle Kilometres,2018Q1,Products of agriculture forestry and fishing,16
Vehicle Kilometres,2018Q1,Coal and natural gas,1
Vehicle Kilometres,2018Q1,"Quarry products, metal ores and peat",19
Vehicle Kilometres,2018Q1,Foodstuffs,62
Vehicle Kilometres,2018Q1,Textiles and leather,5
Vehicle Kilometres,2018Q1,"Wood, pulp and paper",13
Vehicle Kilometres,2018Q1,Coke and refined petroleum products,14
Vehicle Kilometres,2018Q1,Chemicals and plastics,10
Vehicle Kilometres,2018Q1,Other non-metallic mineral products,15
Vehicle Kilometres,2018Q1,Metal products (except machinery and equipment),6
Vehicle Kilometres,2018Q1,Machinery and equipment,18
Vehicle Kilometres,2018Q1,Furniture and other manufactured goods,11
Vehicle Kilometres,2018Q1,Secondary raw materials and waste,8
Vehicle Kilometres,2018Q1,Other NST 2007 goods,187
Vehicle Kilometres,2018Q2,All NST 2007 goods,420
Vehicle Kilometres,2018Q2,Products of agriculture forestry and fishing,21
Vehicle Kilometres,2018Q2,Coal and natural gas,1
Vehicle Kilometres,2018Q2,"Quarry products, metal ores and peat",21
Vehicle Kilometres,2018Q2,Foodstuffs,65
Vehicle Kilometres,2018Q2,Textiles and leather,2
Vehicle Kilometres,2018Q2,"Wood, pulp and paper",13
Vehicle Kilometres,2018Q2,Coke and refined petroleum products,11
Vehicle Kilometres,2018Q2,Chemicals and plastics,12
Vehicle Kilometres,2018Q2,Other non-metallic mineral products,21
Vehicle Kilometres,2018Q2,Metal products (except machinery and equipment),10
Vehicle Kilometres,2018Q2,Machinery and equipment,8
Vehicle Kilometres,2018Q2,Furniture and other manufactured goods,12
Vehicle Kilometres,2018Q2,Secondary raw materials and waste,10
Vehicle Kilometres,2018Q2,Other NST 2007 goods,214
Vehicle Kilometres,2018Q3,All NST 2007 goods,423
Vehicle Kilometres,2018Q3,Products of agriculture forestry and fishing,21
Vehicle Kilometres,2018Q3,Coal and natural gas,1
Vehicle Kilometres,2018Q3,"Quarry products, metal ores and peat",18
Vehicle Kilometres,2018Q3,Foodstuffs,62
Vehicle Kilometres,2018Q3,Textiles and leather,6
Vehicle Kilometres,2018Q3,"Wood, pulp and paper",10
Vehicle Kilometres,2018Q3,Coke and refined petroleum products,12
Vehicle Kilometres,2018Q3,Chemicals and plastics,8
Vehicle Kilometres,2018Q3,Other non-metallic mineral products,20
Vehicle Kilometres,2018Q3,Metal products (except machinery and equipment),7
Vehicle Kilometres,2018Q3,Machinery and equipment,15
Vehicle Kilometres,2018Q3,Furniture and other manufactured goods,14
Vehicle Kilometres,2018Q3,Secondary raw materials and waste,6
Vehicle Kilometres,2018Q3,Other NST 2007 goods,223
Vehicle Kilometres,2018Q4,All NST 2007 goods,371
Vehicle Kilometres,2018Q4,Products of agriculture forestry and fishing,18
Vehicle Kilometres,2018Q4,Coal and natural gas,1
Vehicle Kilometres,2018Q4,"Quarry products, metal ores and peat",17
Vehicle Kilometres,2018Q4,Foodstuffs,63
Vehicle Kilometres,2018Q4,Textiles and leather,3
Vehicle Kilometres,2018Q4,"Wood, pulp and paper",10
Vehicle Kilometres,2018Q4,Coke and refined petroleum products,12
Vehicle Kilometres,2018Q4,Chemicals and plastics,9
Vehicle Kilometres,2018Q4,Other non-metallic mineral products,18
Vehicle Kilometres,2018Q4,Metal products (except machinery and equipment),5
Vehicle Kilometres,2018Q4,Machinery and equipment,4
Vehicle Kilometres,2018Q4,Furniture and other manufactured goods,10
