Statistic,Month,Sex,Age.Group,Last.Held.Occupation,value
Persons on the Live Register,2012 February,Male,Under 25 years,Managers and administrators,415
Persons on the Live Register,2012 February,Male,Under 25 years,Professional,981
Persons on the Live Register,2012 February,Male,Under 25 years,Associate professional and technical,897
Persons on the Live Register,2012 February,Male,Under 25 years,Clerical and secretarial,1729
Persons on the Live Register,2012 February,Male,Under 25 years,Craft and related,12203
Persons on the Live Register,2012 February,Male,Under 25 years,Personal and protective services,3160
Persons on the Live Register,2012 February,Male,Under 25 years,Sales,5801
Persons on the Live Register,2012 February,Male,Under 25 years,Plant and machine operatives,7508
Persons on the Live Register,2012 February,Male,Under 25 years,Other broad occupational groups,8064
Persons on the Live Register,2012 February,Male,Under 25 years,No occupation,5375
Persons on the Live Register,2012 February,Male,25 years and over,All broad occupational groups,236991
Persons on the Live Register,2012 February,Male,25 years and over,Managers and administrators,9689
Persons on the Live Register,2012 February,Male,25 years and over,Professional,10436
Persons on the Live Register,2012 February,Male,25 years and over,Associate professional and technical,6147
Persons on the Live Register,2012 February,Male,25 years and over,Clerical and secretarial,9772
Persons on the Live Register,2012 February,Male,25 years and over,Craft and related,86372
Persons on the Live Register,2012 February,Male,25 years and over,Personal and protective services,15872
Persons on the Live Register,2012 February,Male,25 years and over,Sales,12225
Persons on the Live Register,2012 February,Male,25 years and over,Plant and machine operatives,48146
Persons on the Live Register,2012 February,Male,25 years and over,Other broad occupational groups,32165
Persons on the Live Register,2012 February,Male,25 years and over,No occupation,6167
Persons on the Live Register,2012 February,Male,All ages,All broad occupational groups,283124
Persons on the Live Register,2012 February,Male,All ages,Managers and administrators,10104
Persons on the Live Register,2012 February,Male,All ages,Professional,11417
Persons on the Live Register,2012 February,Male,All ages,Associate professional and technical,7044
Persons on the Live Register,2012 February,Male,All ages,Clerical and secretarial,11501
Persons on the Live Register,2012 February,Male,All ages,Craft and related,98575
Persons on the Live Register,2012 February,Male,All ages,Personal and protective services,19032
Persons on the Live Register,2012 February,Male,All ages,Sales,18026
Persons on the Live Register,2012 February,Male,All ages,Plant and machine operatives,55654
Persons on the Live Register,2012 February,Male,All ages,Other broad occupational groups,40229
Persons on the Live Register,2012 February,Male,All ages,No occupation,11542
Persons on the Live Register,2012 February,Female,Under 25 years,All broad occupational groups,28642
Persons on the Live Register,2012 February,Female,Under 25 years,Managers and administrators,238
Persons on the Live Register,2012 February,Female,Under 25 years,Professional,957
Persons on the Live Register,2012 February,Female,Under 25 years,Associate professional and technical,536
Persons on the Live Register,2012 February,Female,Under 25 years,Clerical and secretarial,2300
Persons on the Live Register,2012 February,Female,Under 25 years,Craft and related,1147
Persons on the Live Register,2012 February,Female,Under 25 years,Personal and protective services,7093
Persons on the Live Register,2012 February,Female,Under 25 years,Sales,7735
Persons on the Live Register,2012 February,Female,Under 25 years,Plant and machine operatives,2560
Persons on the Live Register,2012 February,Female,Under 25 years,Other broad occupational groups,2847
Persons on the Live Register,2012 February,Female,Under 25 years,No occupation,3229
Persons on the Live Register,2012 February,Female,25 years and over,All broad occupational groups,126999
Persons on the Live Register,2012 February,Female,25 years and over,Managers and administrators,6542
Persons on the Live Register,2012 February,Female,25 years and over,Professional,11263
Persons on the Live Register,2012 February,Female,25 years and over,Associate professional and technical,4649
Persons on the Live Register,2012 February,Female,25 years and over,Clerical and secretarial,28082
Persons on the Live Register,2012 February,Female,25 years and over,Craft and related,6382
Persons on the Live Register,2012 February,Female,25 years and over,Personal and protective services,26475
Persons on the Live Register,2012 February,Female,25 years and over,Sales,21103
Persons on the Live Register,2012 February,Female,25 years and over,Plant and machine operatives,12744
Persons on the Live Register,2012 February,Female,25 years and over,Other broad occupational groups,6577
Persons on the Live Register,2012 February,Female,25 years and over,No occupation,3182
Persons on the Live Register,2012 February,Female,All ages,All broad occupational groups,155641
Persons on the Live Register,2012 February,Female,All ages,Managers and administrators,6780
Persons on the Live Register,2012 February,Female,All ages,Professional,12220
Persons on the Live Register,2012 February,Female,All ages,Associate professional and technical,5185
Persons on the Live Register,2012 February,Female,All ages,Clerical and secretarial,30382
Persons on the Live Register,2012 February,Female,All ages,Craft and related,7529
Persons on the Live Register,2012 February,Female,All ages,Personal and protective services,33568
Persons on the Live Register,2012 February,Female,All ages,Sales,28838
Persons on the Live Register,2012 February,Female,All ages,Plant and machine operatives,15304
Persons on the Live Register,2012 February,Female,All ages,Other broad occupational groups,9424
Persons on the Live Register,2012 February,Female,All ages,No occupation,6411
Persons on the Live Register,2012 March,Both sexes,Under 25 years,All broad occupational groups,72871
Persons on the Live Register,2012 March,Both sexes,Under 25 years,Managers and administrators,631
Persons on the Live Register,2012 March,Both sexes,Under 25 years,Professional,1720
Persons on the Live Register,2012 March,Both sexes,Under 25 years,Associate professional and technical,1340
Persons on the Live Register,2012 March,Both sexes,Under 25 years,Clerical and secretarial,3862
Persons on the Live Register,2012 March,Both sexes,Under 25 years,Craft and related,13051
Persons on the Live Register,2012 March,Both sexes,Under 25 years,Personal and protective services,9902
Persons on the Live Register,2012 March,Both sexes,Under 25 years,Sales,13225
Persons on the Live Register,2012 March,Both sexes,Under 25 years,Plant and machine operatives,9934
Persons on the Live Register,2012 March,Both sexes,Under 25 years,Other broad occupational groups,10707
Persons on the Live Register,2012 March,Both sexes,Under 25 years,No occupation,8499
Persons on the Live Register,2012 March,Both sexes,25 years and over,All broad occupational groups,360588
Persons on the Live Register,2012 March,Both sexes,25 years and over,Managers and administrators,16176
Persons on the Live Register,2012 March,Both sexes,25 years and over,Professional,21292
Persons on the Live Register,2012 March,Both sexes,25 years and over,Associate professional and technical,10849
Persons on the Live Register,2012 March,Both sexes,25 years and over,Clerical and secretarial,37050
Persons on the Live Register,2012 March,Both sexes,25 years and over,Craft and related,91785
Persons on the Live Register,2012 March,Both sexes,25 years and over,Personal and protective services,41919
